name,website,schedule,latitude,longitude,address
Kamm's Corners Farmers Market,http://www.kc-fm.org,06/14/2015 to 10/11/2015 Sun: 10:00 AM-1:00 PM;,-81.8151942,41.4491955,"16906 Albers Avenue Cleveland, Ohio 44111"
Kanab Farmer's Market,,03/16/2013 to 10/12/2013 Sat: 9:00 AM-12:00 PM;,-112.5267,37.04661,"78 S. 100 E. Kanab, Utah 84741"
Kanawha Farmers Market,,,-93.6143,42.8459,"City Park Kanawha, Iowa 50447"
Kane Farmers Market,,,-78.8125,41.6677,"15 Greeves Street Kane, Pennsylvania 16735"
Kaneohe District Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,01/01/2015 to 12/31/2015 Thu: 10:30 AM-12:00 PM;,-157.809836,21.409885,"45-660 Keaahala Road Kaneohe, Hawaii 96814"
Kankakee County Farmers Market II,,,-87.8785,41.1298,"805 N. Kennedy Dr. Kankakee, Illinois 60901"
Kankakee Farmers' Market,http://www.downtownkankakee.com/farmers.html,04/26/2014 to 10/25/2014 Sat: 8:00 AM-12:00 PM;,-87.863989,41.118811,"200 S Schuyler Ave Kankakee, Illinois 60901"
Kankakee Farmers' Market - Spring Market,http://www.downtownkankakee.com/farmers.html,04/26/2014 to 05/17/2014 Sat: 8:00 AM-12:00 PM;,-87.86395,41.11913,"200 E. Merchant St. Kankakee, Illinois 60901"
Kapaa New Town Park (Sunshine Markets),,,-159.321,22.0764,"Kahau Road Kapaa, Hawaii 96746"
Kapolei Community Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,01/01/2015 to 12/31/2015 Sun: 7:00 AM-8:30 AM;,-158.06852,21.333433,"91-1049 Kamaaha Loop Kapolei, Hawaii 96707"
Kasilof Flea and Farmers Market,,,-149.9,61.2181,"Corner of Mile 111 1/2 Sterling Highway and North Cohoe Loop Anchorage, Alaska "
Kauai Community Market,http://www.kauaicommunitymarket.org,Sat: 9:30 AM-1:00 PM;,-159.396482,21.967037,"3-1901 Kaumualii Highway Lihue, Hawaii 96766"
Kauai Culinary Market,http://www.kauaigrown.org,,-159.469167,21.906667,"Kukuiula Shopping Village Koloa, Hawaii 96756"
Kauffman's Farmers Market,http://www.kauffmanfarmerket.com,,-83.9813,32.3182,"1305 Mennonite Church Road Montezuma, Georgia 31063"
Kaumualii Street (People's Open Market),http://www.honolulu.gov/parks/programs/pom,01/01/2015 to 12/31/2015 Sat: 8:00 AM-9:30 AM;,-157.877933,21.327477,"700 Kalihi Street Honolulu, Hawaii 96819"
KC Organics and Natural Market,http://www.kcorganics.com,05/02/2015 to 10/17/2015 Sat: 8:00 AM-12:30 PM;,-94.575908,38.924954,"1/4 mile East of Holmes Road on Red Bridge Road Kansas City, Missouri 64114"
KCC Diamond Head Farmers Market,http://www.hfbf.org,,-157.799,21.268,"4303 Diamond Head Road Honolulu, Hawaii 96816"
KCK Greenmarket,,June to October Mon:9:30 AM - 1:00 PM;,-94.6160832,39.1242122,"3rd and Richmond Kansas City, Kansas 66101"
KCK Greenmarket,,June to October Tue:9:30 AM - 1:00 PM;,-94.654908,39.108502,"2220 Central Ave. Kansas City, Kansas 66102"
KCK Greenmarket,,June to October Wed:8:00 AM - 1:00 PM;Sat:9:00 AM - 1:00 PM;,-94.62399,39.11213,"600 N 6th street kansas city, Kansas 66101"
Keaau Village Farmers Market,,,-155.039,19.6258,"16-0550 Olld Volcano Road Keaau, Hawaii 96749"
Kearney Area Farmers' Market,http://www.krnyfarmersmarket.com,05/24/2014 to 10/29/2014 Wed: 3:30 PM-6:30 PM;Sat: 8:00 AM-12:00 PM;,-99.084957,40.720936,"4700 2nd Ave Kearney, Nebraska 68847"
Kearney Area Farmers' Market,http://www.krnyfarmersmarket.com,06/02/2014 to 10/27/2014 Mon: 3:30 PM-6:30 PM;,-99.081703,40.724882,"5011 N 2nd Ave Kearney, Nebraska 68847"
Keauhou Farmers Market,http://www.keauhoufarmersmarket.com,01/01/2014 to 12/31/2014 Sat: 8:00 AM-12:00 PM;,-155.962229,19.571876," Kahaluu-Keauhou, Hawaii "
Keene Farmers' Market,http://www.adirondackfarmersmarket.com,06/15/2014 to 10/12/2014 Sun: 9:30 AM-2:00 PM;,-73.786935,44.222025,"Rt. 73 at Marcy Airfield Keene, New York 12944"
Keeseville Farmers' Market,http://www.adirondackfarmersmarket.com,06/11/2014 to 08/27/2014 Wed: 10:00 AM-2:00 PM;,-73.480927,44.50443,"1721 Front St. Keeseville, New York 12944"
Kekaha Neighborhood Center (Sunshine Markets),,,-159.718,21.9704,"Elepaio Road Kekaha, Hawaii 96752"
Kekela Farm Market,http://www.kekelafarms.com,01/01/2014 to 12/31/2014 Tue: 2:00 PM-5:00 PM;,-155.63062,20.026707,"64-604 Mana Rd Kamuela, Hawaii 96743"
Keller Farmers Market,http://www.kellerfarmersmarket.com,05/03/2014 to 10/25/2014 Sat: 8:00 AM-12:00 PM;,-97.227,32.9305,"1100 Bear Creek Parkway Keller, Texas 76244"
Kelseyville Steele Winery Farmers Market,,,-122.876,38.9971,"Highway 29 & Thomas Dr. Kelseyville, California 95451"
Kelso Bridge Market,http://www.kelso.gov,,-122.912,46.1448,"100 Allen St. & Pacific Ave. Kelso, Washington 98626"
Kemah Farmers and Open Air Market,http://www.kemahfarmersmarket.com,01/01/2013 to 12/31/2013 Sat: 8:00 AM-5:00 PM;,-95.0212,29.54093,"204 FM 2094 Kemah, Texas 77565"
Kemmerer Farmers Market,http://www.visitkemmerer.org,06/21/2014 to 09/20/2014 Sat: 8:00 AM-12:00 PM;,-110.537704,41.794574,"800 Pine Ave Kemmerer, Wyoming 83101"
Kenai's Saturday Market,http://www.visitkenai.com,,-151.261,60.555,"11471 Kenai Spur Hwy Kenai, Alaska 99611"
Kendallville Main Street Farmer's Market,,06/06/2015 to 10/31/2015 Sat: 8:30 AM-1:00 PM;,-85.265532,41.443153,"South Main Street in downtown Kendallville Kendallville, Indiana 46755"
Kendrick-Juliaetta Farmers Market,,,-116.647,46.6141,"Kendrick City Park Kendrick, Idaho 83537"
Kenilworth Farmers Market,http://kenilworthmarket.wordpress.com/,05/06/2014 to 11/25/2014 Tue: 3:30 PM-6:30 PM;,-76.619285,39.410824,"800 Kenilworth Drive Towson, Maryland 21209"
Kenmore Farmers Market,,,-78.8698,42.9633,"2919 Delaware Ave at Delaware Rd. Kenmore, New York 14217"
Kennebunk Farmers' Market,http://www.kennebunkfarmersmarket.org,05/02/2015 to 11/21/2015 Sat: 8:00 AM-;Sun: 1:00 AM-;,-70.542994,43.385652,"Lafayette Center, 4 Main St Kennebunk, Maine 4043"
Kennedy Park Farmers Market,http://www.shelbyzoey@comcast.net,May to November Sat:7:00 AM - 1:00 PM;,-71.171236,41.695283," Bradford Ave in Fall River, MA Fall River, Massachusetts 2721"
Kennedy Plaza Farmers Market,,May to November Wed:10:00 AM - 6:00 PM;Sat:9:00 AM - 2:00 PM;,-73.6659437,40.5894142,"1 w. Chester Street Long Beach, New York 11561"
Kennesaw Farmers Market,,05/04/2015 to 09/28/2015 Mon: 3:00 PM-7:00 PM;,-84.614587,34.0234,"2820 Cherokee Street Kennesaw, Georgia 30144"
Kenneth Village,,,-118.281,34.173,"1435 W. Kenneth Rd. GLENDALE, California "
Kennett Community Farmers Market,,May to October Sat:7:00 am - 12:00 pm;,-90.0562,36.2368,"Court House Square Kennett, Missouri 63857"
Kennett Square Farmer's Market,http://www.historickennettsquare.com/farmers,January to December Fri:2:00 pm - 6:00 pm;,-75.71158,39.84707,"101 East State Street Kennett Square, Pennsylvania 19348"
Kennewick Farmers Market,,,-119.117,46.2087,"23 West Kennewick Avenue Kennewick, Washington 99336"
Kenny Lake Harvest I,,,-146.348,61.1308,"Rogue's Garden parking lot Valdez, Alaska 99686"
Kenny Lake Harvest II,,,-145.476,62.1079,"Corner of Glenn and Richardson Highways Valdez, Alaska 99686"
Kenny's Farms,,,-122.443,37.7574,"3443 S Market Street , California "
Kenosha Farmers Market - Baker Park,,,-87.8206,42.5752,"Baker Park Kenosha, Wisconsin 53143"
Kenosha Farmers Market - Columbus Park,,,-87.8342,42.5859,"Columbus Park Kenosha, Wisconsin 53143"
Kenosha Farmers Market - Lincoln Park,,,-87.8311,42.5709,"Lincoln Park Kenosha, Wisconsin 53143"
Kenosha Farmers Market - Union Park,,,-87.8215,42.5952,"Union Park Kenosha, Wisconsin 53143"
Kenosha Harbor Market,http://www.kenoshaharbormarket.com,10/01/2012 to 04/31/2013,-87.818072,42.585631,"514 56th Street Kenosha, Wisconsin 53140"
Kenosha Harbor Market,http://www.kenoshaharbormarket.com,05/17/2014 to 10/11/2014 Sat: 9:00 AM-2:00 PM;,-87.813786,42.585722,"2nd Ave, Place D'Ouai, 56th Street Kenosha, Wisconsin 53140"
Kensington Farmers Market,http://www.tok.md.gov,01/01/2014 to,-77.072332,39.026769,"Howard Ave Train Station Parking Lot Kensington, Maryland 20895"
Kensington YM,http://www.grownyc.org,07/13/2013 to 11/23/2013 Sat: 9:00 AM-4:00 PM;,-73.95,40.65,"Ft. Hamilton Pkwy btwn E. 5th and E. 4th Brooklyn, New York 11218"
Kent Farmers Market,,,-122.237,47.3831,"Downtown Kent at 4th & Smith Steet Kent, Washington 98032"
Kent Farmers Market,,,-73.4478,41.6988,"Kent Green Kent, Connecticut 6757"
Kent Island Farmer's Market,http://www.kentislandfarmersmarket.com,01/01/2014 to 12/31/2014 Thu: 3:30 PM-6:30 PM;,-76.339118,38.960001,"830 Romancoke Rd Stevensville, Maryland 21666"
Kenton Farmers' Market,,May to September Sat:9:00 AM - 12:00 PM;,-83.609734,40.64815,"Columbus St at N. Detroit St Kenton, Ohio 43326"
Kenton Portland Farmers Market,http://www.portlandfarmersmarket.org,06/06/2014 to 09/26/2014,-122.686888,45.583098,"N. Denver Ave. and N. McClellan St. Portland, Oregon 97217"
Kentwood Farmers Market,,06/13/2015 to 10/10/2015 Sat: 9:00 AM-1:00 PM;,-85.5954701,42.8740082,"4950 Breton Rd SE Kentwood, Michigan 49508"
Kenwood Community Farmers Market,http://www.communityfarmersmarkets.com,06/01/2014 to 09/14/2014 Sun: 12:00 PM-4:00 PM;,-122.548037,38.412216,"Warm Springs Road and Channing Row Kenwood, California 95452"
Keokuk Farmers Market,http://www.keokukchamber.com,04/01/2015 to 10/24/2015 Sat: 7:00 AM-11:00 AM;,-91.381762,40.393557,"River City Mall parking lot Keokuk, Iowa 52632"
Keosauqua Farmers Market,,,-91.9552,40.7246,"In front of M & B Repair, Hwy 1 North Keosauqua, Iowa 52565"
Kernersville Farmers Market,http://www.kernersvillefarmersmarket.com,Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,-80.072513,36.118249,"134 east mountain street kernersville, North Carolina 27284"
Kerr Cultural Center Farmers and Craft Market,,,-121.414,38.4876,"6110 N. Scottsdale Road Scottsdale, California 85250"
Kershaw County Farmers Market,http://www.kcfarmersmarket.org,04/05/2014 to 11/15/2014 Sat: 8:00 AM-12:00 PM;,-80.608562,34.245747,"631 DeKalb Street Camden, South Carolina 29020"
Ketchum Farmers' Market,http://www.wrfarmersmarket.org,June to October Tue:2:00 PM - 6:00 PM;,-114.3637219,43.6825762,"4th St Heritage Corridor Btwn. Walnut & East Ave. Ketchum, Idaho 83340"
Key Biscayne Farmers Market,http://themarketcompany.org,,-80.1647,25.6944,"355 Glenridge Road Key Biscayne, Florida 33149"
Keyport Farmers Market,,06/05/2014 to 10/23/2014 Thu: 1:00 PM-7:00 PM;,-74.205798,40.436183,"Firemans Parking Lot,  West Front Street Keyport, New Jersey 7735"
Keys Gate Farmer's Market,http://www.kgfarmersmarket.com/,,-80.4381,25.4616,"888 Kingman Road Homestead, Florida 33035"
Keyser Farmers Market-Fort Ashby Farmers Market,,,-78.7613,39.4967,"Across from Mineral County Fairgrounds Keyser, West Virginia 26726"
Kiel Farmers Market,,,-88.0343,43.9136,"4th and Paine St. Kiel, Wisconsin "
Kilauea Neighborhood Center (Sunshine Markets),,,-159.406,22.2112,"Kenecke off Lighthouse Road Kilauea, Hawaii 96754"
Killearn Farmers Market,,01/01/2014 to 12/31/2014 Tue: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;,-84.2148431,30.5371013,"4819 Kerry Forest Pkwy Tallahassee, Florida 32309"
Kimball Ridge Family Market,http://www.localharvest.org/kimball-ridge-family-market-M21835,,-92.357,42.4694,"Corner of Kimball & Ridgeway Ave., in the Ridgeway Waterloo, Iowa 50702"
Kinderhook Farmers Market,,June to September Sat:9:00 AM - 1:00 PM;,-73.69983,42.396032,"village green            green st. kinderhook, New York 12106"
King & Queen Community Development Farmers Market,http://www.kqcd.org,May to September Sat:8:30 am - 12:00 pm;,-77.0231,37.725,"120 Marsh Lane- Walkerton Boat Ramp Walkerton, Virginia 23177"
King City Certified Farmers Market,http://www.kingcitychamber.com,May to October Wed:4:00 PM - 7:00 PM;,-121.123753,36.214155,"100 & 200 Block of Broadway St. King City, California 93930"
King Estate Market Place,http://www.kingestate.com,,-121.531,45.6905,"20 Miles SW of Eugene near Lorane Eugene, Oregon 97405"
King Farmers' Market,http://www.kingfarmersmarket.org,04/30/2014 to 10/29/2014 Wed: 11:00 AM-1:00 PM;,-80.341586,36.276453,"105 Moore Road King, North Carolina 27021"
King Ferry Farmers Market,http://www.kingferry.blogspot.com,,-76.6175,42.6666,"State Route 34B King Ferry, New York 13081"
King George Farmers' Market,,04/28/2013 to 11/16/2013 Sat: 8:00 AM-12:00 PM;,-77.164,38.2582,"10381 Ridge Road King George, Virginia 22485"
King Portland Farmers Market,http://www.portlandfarmersmarket.org,05/04/2014 to 11/23/2014 Sun: 10:00 AM-2:00 PM;,-122.659137,45.558644,"4906 NE 6th Avenue Portland, Oregon 97211"
King Street Station Farmers' Market,,05/21/2015 to 09/24/2015 Thu: 3:00 PM-7:00 PM;,-77.060783,38.805003,"1755 Duke Street  (in the courtyard) Alexandria, Virginia 22314"
King's Beach Farmers Market,http://www.foothillfarmersmarket.com,,-120.15,39.15,"Highway 28 & Coon St. Kings Beach, California 96143"
Kingfield Farmers Market,http://www.neighborhoodrootsmn.org,05/17/2015 to 10/25/2015 Sun: 8:30 AM-1:00 PM;,-93.278142,44.924521,"4310 Nicollet Ave. S. Minneapolis, Minnesota 55409"
Kingfield Farmers' Market,,,-70.2238,45.0462,"Main St (Rt. 27) Kingfield, Maine 4947"
Kings Park Farmers Market,http://www.ligreenmarket.org,June to November sun:9:00 AM - 2:00 PM;,-73.25498,40.884821,"25A and Main Street Kings Park, New York 11754"
Kingsford Farmers Market,,,-83.1816,42.6628," Kingsford, Michigan 49801"
Kingsley Market,,,-85.5362,44.583,"Brownson Memorial Park Kingsley, Michigan 49649"
kingsport farmers market,,January to December,-82.5648,36.551,"conor of clinchfild and center street kingsport tn., Tennessee "
Kingston Farmers Market,http://Kingstonfarmersmarket.com,05/02/2015 to 10/10/2015 Sat: 9:00 AM-2:00 PM;,-122.4969392,47.7961767,"Mike Wallace park Kingston, Washington 98346"
Kingston Farmers' Market,http://www.kingstonfarmersmarket.org,01/05/2013 to 04/20/2013 Sat: 10:00 AM-2:00 PM;,-74.019467,41.932788,"Wall Street - Uptown Kingston Kingston, New York 12402"
Kingston Springs Farmers & Artisans Market,https://www.ksfarmersmarket.org,,-87.09654,36.089032,"147 Harpeth View Trail Kingston Springs, Tennessee 37082"
Kingstowne Farmers Market,https://www.fairfaxcounty.gov/farmersmarkets,05/02/2014 to 10/31/2014 Fri: 4:00 PM-7:00 PM;,-77.1378654,38.7707636,"5935 Kingstowne Town Center Alexandria, Virginia 22315"
Kingwood Farmers Market,,07/06/2013 to 09/21/2013 Sat: 8:00 AM-11:00 AM;,-79.687614,39.472237,"106 W Main Street Kingwood, West Virginia 26537"
Kinoole Farmer's Market,,January to December Sat:6:30 AM - 12:00 PM;,-155.0701111,19.69045556,"1990 Kinoole Street Hilo, Hawaii 96720"
Kirby's Farmers' Market,http://www.localharvest.org/kirbys-farmers-market-M53871,,-74.8234,39.9026,"67 N. Main St Medford, New Jersey 8055"
Kirkland Wedneseday Market,http://www.kirklandmarket.org,06/03/2015 to 09/23/2015 Wed: 2:00 PM-7:00 PM;,-122.208821,47.6754967,"Marina Park, 25 lakeshore plz  Kirkland, Washington 98033"
Kirksville Kiwanis Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=603,05/04/2013 to 10/26/2013 Sat: 7:00 AM-12:00 PM;,-92.584302,40.194697,"North Elson and East Washington Streets Kirksville, Missouri 63501"
Kirkwood Farmers' Market,http://www.downtownkirkwood.com,,-90.4024,38.5793,"150 E. Argonne Kirkwood, Missouri 63122"
Kissimmee Valley Farmer's Market,http://www.kissimmeemainstreet.wordpress.com/,,-81.4042,28.2955,"421 Broadway Kissimmee, Florida 34741"
Kittery Community Market,http://www.kitterycommunitymarket.com,Sun: 10:00 AM-2:00 PM;,-70.736542,43.090021,"10 Shapleigh Road Kittery, Maine 3904"
Kittitas County Farmers Market,http://www.kcfarmersmarket.com,,-120.547,46.9955,"Wells Fargo Bank parking lot Ellensburg, Washington 98926"
kitty hawk farm & flea market,http://www.kittyhawkfleamarket.com,,-75.6975,36.0718,"4100 N.Croatan Hwy Kitty Hawk, North Carolina 27949"
Klamath Falls Farmers Market Assoc. Inc.,http://www.klamathfallsfarmersmarket.org,05/30/2015 to 10/31/2015 Sun: 9:00 AM-1:30 PM;,-121.779885,42.226484,"100 block S 9th st. Klamath Falls, Oregon 97601"
Klem's Farmer's Market in Spencer,http://www.klemsonline.com,06/14/2014 to 10/25/2014 Sat: 10:00 AM-2:00 PM;,-72.2005,42.2694,"117 West Main Street, Route 9 Spencer, Massachusetts 1562"
Knightstown Farmers' Market,,,-85.5245,39.796,"N Washington St Knightstown, Indiana 46148"
KNOW YOUR FARMER KNOW YOUR FOOD FARMERS MARKET,,,-83.2004,30.7396,"1409 Old Lake Park Road Valdosta, Georgia 31602"
Knox County Farmers Market,,,-82.9796,39.971,"Mt. Vernon City Square Mt. Vernon, Ohio "
Knox Farmers Market,http://www.knoxfarmersmarket.org,07/01/2014 to 10/29/2014,-86.6206576,41.2826208,"1601 South Heaton Street Knox, Indiana 46534"
Knoxville Farmers Market - Ebenezer,http://www.easttnfarmmarkets.org/,04/14/2014 to 11/18/2014 Tue: 3:00 PM-6:00 PM;,-84.070383,35.893392,"1001 Ebenezer Road Knoxville, Tennessee "
Knoxville Farmers Market -Laurel,http://www.easttnfarmmarkets.org/,04/11/2014 to 11/21/2014 Fri: 3:00 AM-6:00 PM;,-83.960966,35.947756,"3457 Kingston Pike Knoxville, Tennessee "
Knoxville Farmers' Market,,,-93.0974,41.3189,"214 E Main St Knoxville, Iowa 50138"
Kokomo Downtown Farmers' Market,http://www.kokomofarmersmarket.com,04/25/2015 to 10/10/2015 Sat: 9:00 AM-1:00 PM;,-86.133519,40.488463,"Intersection of Mulberry and Washington Streets Kokomo, Indiana 46901"
KOLLSTEDT FAMILY FARM,,,-84.567481,39.351705,"4655 RIVER ROAD Fairfield, Ohio 45014"
Koloa Ball Park (Knudsen) (Sunshine Markets),,,-159.465,21.9081,"Maluhia Road Koloa, Hawaii 96756"
Kona Pacific Farmer's Cooperative Farmers' Market,,,-155.916,19.4897,"By the Pink Donkey sign Captain Cook, Hawaii 96704"
Kona Sunset Farmers Market,http://www.konasunsetmarket.com,11/26/2014 to Wed: 2:00 PM-7:00 PM;,-156.000109,19.652005,"Kmart Parking Lot, Makalapua Shopping Center Kailua Kona, Hawaii 96740"
Koo Koose Farmers Market,,,-75.4233,42.0609,"Town of Sanford Garage, 192 Front St, Deposit, New York 13754"
Kooskia/Kamiah Farmers Market,,,-116.029,46.2271,"Longcamp RV Park, Mile Post 68 on Hwy. 12 Kamiah, Idaho 83536"
Kootenai County Farmers Market I,http://www.kootenaicountyfarmersmarket.com,,-116.792,47.7444,"Corner of Hwy. 95 & Prairie Ave. Hayden, Idaho 83835"
Kootenai County Farmers Market II,http://www.kootenaicountyfarmersmarket.com,,-116.787,47.766,"5th between Sherman and Front St. Hayden, Idaho 83835"
"Kosciusko County Farmers' Market, LLC",,May to October Mon:2:30 pm - 5:00 pm;Wed:2:30 pm - 5:00 pm;Sat:8:00 am - 1:00 pm;,-85.8379,41.2322,"1400 Smith Street (Kosciusko County Fairgrounds) Warsaw, Indiana 46580"
Kossuth County Farmers Market,,,-94.0956,43.3755,"Corner of Dodge & Nebraska Streets Algona, Iowa 50511"
Kronenwetter Farmer's Market,http://kronenwetter.org/departments/CD/CEvents/farmersmarket,06/15/2014 to 10/12/2014 Sun: 9:00 AM-2:00 PM;,-89.623096,44.853861,"2390 Terrebonne Drive Kronenwetter, Wisconsin 54455"
Kukui Grove Shopping Center Farmers Market,,,-159.393,21.9674,"Kukui Grove Shopping Center Lihue, Hawaii "
Kuna Farmers Market,http://www.kunafarmersmarket.com,05/09/2015 to 09/26/2015 Sat: 9:00 AM-12:00 PM;,-116.415209,43.490515,"Main Street and Linder Kuna, Idaho 83634"
Kunnaris Farm Market,http://www.kunnaris.com/index.html,,-92.5537,47.516,"1303 8th Street South Virginia, Minnesota 55792"
Kuyahoora Valley Farmers Market,http://www.kvfarmersmarket.com/,,-75.1694,43.2161,"5 Blue Heron Dr. Barneveld, New York 13304"
L'Anse Farmers Market,,,-88.444,46.7504,"Broad St L'Anse, Michigan 49946"
L.A. Adams/Vermont Farmers Market,http://www.farmernet.com,,-118.292,34.0324,"1432 W. Adams, St. Agnes Catholic Church Los Angeles, California 90007"
L.A. Arts District Little Tokyo Farmers Market,,,-118.236,34.0459,"700 Block, Traction St. & 3rd St. Los Angeles, California 90039"
L.A. Central Avenue Farmers Market,http://www.farmernet.com,,-121.448,38.5706,"43rd St. & Central Ave. Hollywood, California 90028"
L.A. Chinatown Farmers Market,http://www.farmernet.com,,-118.24,34.0628,"727 North Hill & Alpine Los Angeles, California 90012"
L.A. Harambee Farmers Market,http://www.farmernet.com,,-118.331,33.989,"Crenshaw & Slausan Los Angeles, California 90010"
L.A. Larchmont Village Farmers Market,,,-118.324,34.0834,"Larchmont Bldg., Lot #694 Los Angeles, California 90042"
L.A. Leimert Park Farmers Market,http://www.farmernet.com,,-118.34,34.0106,"43rd St. & Degnan Hollywood, California 90028"
L.A. Melrose Place Farmers Market,,,-118.374,34.0841,"Melrose Place & Croft Los Angeles, California 90029"
L.A. Seventh & Fig Farmers Market,http://www.farmernet.com,,-118.26,34.0494,"Figueroa St. & 7th Los Angeles, California 90017"
L.A. Silverlake Farmers Market,http://www.farmernet.com,,-118.282,34.0943,"9700 Sunset Blvd. Los Angeles, California 90029"
L.A. Wilshire Center Farmers Market,http://www.ccfm.com,,-119.016,36.0678,"Mariposa & Wilshire Tarzana, California 91356"
L.I.N.A. Farmers Market,,,-75.5722,39.753,"8th and Bancroft Parkway Wilmington, Delaware 19805"
La Canada Flintridge Farmers Market,http://www.farmernet.com,,-118.198,34.2035,"Beulah Dr. & Foothill Ave. La Canada Flintridge, California 91011"
La Cienega CFM at Kaiser WLA,http://www.lacienegafarmersmarket.com,01/01/2014 to 12/17/2014 Wed: 9:00 AM-2:30 PM;,-118.375266,34.038659,"6041 Cadillac Avenue and La Cienega Blvd. Mid-City Los Angeles, California 90034"
La Cienega Farmers' Market,http://www.lacienegafarmersmarket.com,01/02/2014 to Thu: 2:00 PM-7:30 PM;,-118.377144,34.044349,"1801 So. La Cienega Blvd. and 18th Street Mid-City Los Angeles, California 90035"
La Crescent Farmers Market,http://www.lacrescentfarmersmarket.blogspot.com,05/13/2014 to 10/14/2014 Tue: 4:00 PM-7:00 PM;,-91.3064796,43.8271774,"420 S 2nd Street La Crescent, Minnesota 55947"
La Familia Verde Farmers Market,http://www.lafamiliaverde.org,07/08/2014 to 11/11/2014 Tue: 8:00 AM-3:00 PM;,-73.894306,40.846393,"East Tremont Ave. at Lafontaine Ave. Bronx, New York 10460"
La Follette Park ,http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmers_market3.html,,-87.755263,41.905314,"1333 N. Laramie Chicago, Illinois "
La Grande Farmers' Market,http://www.lagrandefarmersmarket.org,05/16/2015 to 10/17/2015 Tue: 3:30 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,-118.096306,45.329908,"Adams Ave and 4th Street La Grande, Oregon 97850"
La Grange Farmers Market,http://www.lgba.com,05/07/2015 to 10/22/2015 Thu: 7:00 AM-1:00 PM;,-87.8696183,41.8141344,"La Grange Road and Harris Avenue La Grange, Illinois 60525"
La Grange Farmers' Market & Artisans,http://www.lagrangefarmersmarket.com,05/16/2015 to 10/31/2015 Sat: 8:00 AM-1:00 PM;,-85.3796,38.4076,"100 W. Main Street La Grange, Kentucky 40031"
La Jara Farmer's Market,http://www.lajollamarket.com/,,-117.272,32.8376,"Corner of Girard St. and Genter Ave. La Jolla, California 92037"
La Marqueta,,,-73.9437,40.7982,"1607 Park avenue Manhattan, New York 10029"
La Marqueta Farmers Market,,,-73.9438,40.7983,"La Marqueta, E. 115th St & Park Ave, E. Harlem New York City, New York "
La Mesa Certified Farmers Market,,01/01/2014 to 12/01/2014 Fri: 2:00 PM-6:00 PM;,-117.022129,32.767141,"Corner of University and Spring St. La Mesa, California 91941"
La Plata Farmers' Market,,January to December Wed:8:00 AM - 6:00 PM;Sat:8:00 AM - 3:00 PM;,-76.978626,38.530173,"Washington Avenue La Plata, Maryland 20646"
La Plaza Latino Farmer's Market,http://www.clubcmva.com,05/05/2014 to 10/27/2014 Mon: 4:00 PM-7:30 PM;,-77.4797785,37.4835568,"4802 Warwick Road, Richmond, VA 23224 Richmond, Virginia 23224"
La posada FM,,,-110.975,31.8565,"Continental Rd and Park centre Ave Green Valley, Arizona "
La Reine Farmers Market,,,-64.7789,17.7322,"Estate Body Slob Saint Croix, Virgin Islands "
La Union Farmers' Market,,,-106.664,31.9481,"Town Park, corner of Telles & Campo Santo La Union, New Mexico "
LaCenter Community Farmers Market,,,-122.671,45.8623,"401 Aspen Ave. (between 4th St. & 5th St.) La Center, Washington 98629"
Lacey Farmers Market,http://www.ci.lacey.wa.us/community-market.html,,-122.824,47.0414,"Woodland Loop Square Lacey, Washington 98503"
Laconia Farmers Market,http://Www.laconiafarmersmarket.com,06/21/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;,-71.468591,43.52759,"East Beacon Street Extension Laconia, New Hampshire 3247"
Laconia Main Street Outdoor Marketplace,,06/06/2013 to 08/29/2013 Thu: 3:00 PM-7:00 PM;,-71.470817,43.528653,"Main and Pleasant Streets Laconia, New Hampshire 3246"
LaCrosse Farmers Market,,,-99.3115,38.5336,"North of the Railroad Tracks on East Side LaCrosse, Kansas 67548"
Lafayette County Famers Market (Concordia),,,-93.5726,38.9858,"Central Park, 600 Main Street Concordia, Missouri "
Lafayette County Farmers' Market - Higginsville,http://www.higginsvillechamber.org/market.aspx,04/16/2013 to 09/24/2013 Tue: 4:30 PM-7:00 PM;,-93.716878,39.075013,"15 East 20th Street Higginsville, Missouri 64037"
Lafayette County Farmers' Market - Lexington,http://www.visitlexingtonmo.com,05/01/2013 to 08/28/2013 Wed: 4:30 PM-7:00 PM;,-93.880845,39.185393,"1211 Main Street Lexington, Missouri 64067"
Lafayette County Farmers' Market - Odessa,,05/30/2013 to 09/26/2013 Thu: 4:00 PM-7:00 PM;,-93.95197,39.000948,"100 Main Street Odessa, Missouri 64076"
Lafayette Farmers and Artisans Market at the Horse Farm,http://marketatthehorsefarm.com,01/01/2014 to 12/31/2014 Sat: 8:00 AM-12:00 PM;,-92.042045,30.204901,"2913 Johnston Street Lafayette, Louisiana 70503"
